epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,21180.5,0.93822,2.03463,1.5059,0.53104,0.58986,0.57354,0.43652,1.11206,2.0272,1.26273,0.000347115,0.000347115,0.000347115
183,21296.4,0.94299,2.05011,1.50996,0.52814,0.59109,0.57354,0.43653,1.11181,2.02573,1.26256,0.000342211,0.000342211,0.000342211
184,21411.2,0.93477,2.01985,1.50288,0.52438,0.59574,0.57447,0.43724,1.11143,2.02597,1.26184,0.000337325,0.000337325,0.000337325
185,21526.7,0.94452,2.03688,1.50904,0.52457,0.59734,0.57447,0.43714,1.11132,2.0247,1.26175,0.000332457,0.000332457,0.000332457
186,21642.5,0.94427,2.05145,1.50645,0.53189,0.59939,0.57838,0.43828,1.11088,2.02498,1.26121,0.000327608,0.000327608,0.000327608
187,21757.9,0.93846,2.02931,1.50619,0.53302,0.6003,0.57896,0.43899,1.11065,2.02402,1.26112,0.000322778,0.000322778,0.000322778
188,21873.5,0.94292,2.03691,1.50564,0.53429,0.60094,0.57976,0.43948,1.11023,2.02373,1.26073,0.000317969,0.000317969,0.000317969
189,21988.7,0.93741,2.02884,1.50445,0.53381,0.60007,0.57894,0.43914,1.11026,2.02273,1.26068,0.00031318,0.00031318,0.00031318
190,22105.4,0.93569,2.02635,1.50322,0.53519,0.59993,0.57934,0.43924,1.11039,2.02173,1.26092,0.000308412,0.000308412,0.000308412
191,22220.8,0.93102,2.00785,1.49714,0.53526,0.60088,0.5795,0.43945,1.1103,2.02185,1.26053,0.000303665,0.000303665,0.000303665
192,22335.3,0.93383,2.00403,1.49834,0.53464,0.60011,0.5798,0.44019,1.1101,2.02114,1.26021,0.000298941,0.000298941,0.000298941
193,22449.5,0.93837,2.02071,1.50496,0.53467,0.6005,0.57961,0.43976,1.11012,2.02046,1.26013,0.000294239,0.000294239,0.000294239
194,22564.3,0.93049,2.00213,1.50053,0.53476,0.60158,0.58,0.4396,1.1098,2.0194,1.25954,0.000289561,0.000289561,0.000289561
195,22679.2,0.93557,1.99934,1.50091,0.53596,0.60332,0.58107,0.44059,1.10981,2.01807,1.25915,0.000284906,0.000284906,0.000284906
196,22794.7,0.93074,1.99281,1.49596,0.53729,0.60408,0.58148,0.4411,1.10975,2.01819,1.25885,0.000280275,0.000280275,0.000280275
197,22909.7,0.93801,2.00541,1.50405,0.5372,0.60396,0.5815,0.44102,1.10947,2.01803,1.25853,0.000275668,0.000275668,0.000275668
198,23025.8,0.93709,1.99636,1.50018,0.53685,0.60489,0.58234,0.44179,1.10941,2.01744,1.25831,0.000271087,0.000271087,0.000271087
199,23141.3,0.92868,1.99451,1.49741,0.53665,0.60576,0.58213,0.44081,1.10968,2.01644,1.25881,0.000266532,0.000266532,0.000266532
200,23256.9,0.93198,2.00038,1.50121,0.53543,0.60397,0.58109,0.4403,1.10989,2.01663,1.259,0.000262003,0.000262003,0.000262003
201,23372.4,0.92756,1.97989,1.4962,0.53707,0.60354,0.58197,0.4413,1.10996,2.01731,1.25925,0.0002575,0.0002575,0.0002575
202,23487,0.93116,1.9723,1.49844,0.53762,0.60302,0.58151,0.44101,1.10966,2.01869,1.25843,0.000253024,0.000253024,0.000253024
203,23602.2,0.93033,1.98271,1.49553,0.53702,0.60138,0.58115,0.44107,1.1099,2.01856,1.25875,0.000248577,0.000248577,0.000248577
204,23717,0.92695,1.97562,1.49277,0.53794,0.60187,0.58131,0.44076,1.11003,2.01799,1.25887,0.000244157,0.000244157,0.000244157
205,23831.5,0.92719,1.9845,1.49675,0.53911,0.60193,0.5818,0.44098,1.10967,2.01722,1.25877,0.000239766,0.000239766,0.000239766
206,23946.4,0.92704,1.98964,1.49447,0.54114,0.60146,0.58278,0.44194,1.10953,2.01687,1.25887,0.000235404,0.000235404,0.000235404
207,24061.8,0.91997,1.95404,1.48726,0.5389,0.60205,0.58279,0.44185,1.10981,2.01653,1.25913,0.000231071,0.000231071,0.000231071
208,24176.4,0.92447,1.97466,1.49453,0.54008,0.60365,0.58331,0.442,1.10989,2.01703,1.25934,0.000226769,0.000226769,0.000226769
209,24291.1,0.92575,1.97129,1.48961,0.53944,0.60334,0.58325,0.44174,1.10953,2.0169,1.25882,0.000222497,0.000222497,0.000222497
210,24406.5,0.91864,1.95422,1.49053,0.53894,0.60336,0.58343,0.44195,1.10967,2.01616,1.25926,0.000218256,0.000218256,0.000218256
211,24521.5,0.92875,1.9704,1.4944,0.53833,0.60298,0.58311,0.44192,1.10984,2.01691,1.25961,0.000214046,0.000214046,0.000214046
212,24636.5,0.92539,1.96503,1.49248,0.53659,0.60322,0.58219,0.44162,1.1096,2.01616,1.25943,0.000209869,0.000209869,0.000209869
213,24752.4,0.92552,1.96609,1.49409,0.53842,0.60256,0.58218,0.44168,1.10986,2.01665,1.26007,0.000205723,0.000205723,0.000205723
214,24866.9,0.92223,1.95413,1.49219,0.53694,0.60197,0.58184,0.44123,1.10949,2.01567,1.25977,0.000201611,0.000201611,0.000201611
215,24982.3,0.92506,1.96069,1.49285,0.54066,0.59984,0.58161,0.44078,1.10928,2.01453,1.25954,0.000197532,0.000197532,0.000197532
216,25097.7,0.92476,1.97451,1.49308,0.5365,0.60351,0.58259,0.44157,1.10913,2.01284,1.25927,0.000193486,0.000193486,0.000193486
217,25214.1,0.9258,1.95304,1.49275,0.53633,0.60186,0.58175,0.44123,1.10929,2.01265,1.25958,0.000189475,0.000189475,0.000189475
218,25329.7,0.92726,1.96,1.49724,0.53711,0.60193,0.58214,0.44136,1.10904,2.01136,1.25967,0.000185498,0.000185498,0.000185498
219,25444.9,0.91625,1.9491,1.48855,0.53686,0.60202,0.58153,0.44078,1.10903,2.01216,1.25984,0.000181557,0.000181557,0.000181557
220,25559.5,0.91983,1.94513,1.48566,0.53779,0.60217,0.58135,0.4409,1.10918,2.01182,1.26066,0.000177651,0.000177651,0.000177651
221,25674.7,0.91423,1.93191,1.4862,0.53908,0.59967,0.58105,0.44084,1.10907,2.01438,1.26092,0.00017378,0.00017378,0.00017378
222,25790.3,0.92288,1.95101,1.49011,0.53991,0.59896,0.58088,0.44095,1.10896,2.01533,1.26086,0.000169946,0.000169946,0.000169946
223,25904.9,0.92587,1.95203,1.49234,0.54049,0.59712,0.58069,0.44064,1.10904,2.01608,1.26161,0.000166149,0.000166149,0.000166149
224,26020,0.91756,1.93242,1.486,0.54115,0.59736,0.58034,0.44076,1.1092,2.01569,1.26232,0.000162389,0.000162389,0.000162389
225,26135.7,0.91766,1.94438,1.48909,0.54128,0.59714,0.58063,0.44106,1.10914,2.01589,1.26243,0.000158667,0.000158667,0.000158667
226,26250.8,0.91621,1.92614,1.48573,0.54186,0.59659,0.58164,0.44173,1.10899,2.01597,1.26246,0.000154982,0.000154982,0.000154982
227,26365.7,0.92027,1.92787,1.48563,0.54156,0.59642,0.58131,0.44166,1.10875,2.01576,1.26251,0.000151336,0.000151336,0.000151336
228,26480.8,0.91262,1.91524,1.48542,0.54108,0.59613,0.58084,0.44133,1.10872,2.01566,1.26277,0.000147729,0.000147729,0.000147729
229,26596.1,0.91911,1.92327,1.49116,0.54337,0.59577,0.58182,0.44223,1.10875,2.01641,1.26323,0.000144161,0.000144161,0.000144161
230,26712.1,0.92215,1.93462,1.48969,0.54342,0.59727,0.58253,0.44283,1.1087,2.01563,1.26291,0.000140632,0.000140632,0.000140632
231,26826.8,0.91966,1.90947,1.48404,0.5432,0.59507,0.58154,0.44246,1.10877,2.01619,1.26284,0.000137143,0.000137143,0.000137143
232,26940.8,0.90908,1.89703,1.48022,0.54306,0.594,0.58104,0.44243,1.1085,2.01567,1.26258,0.000133695,0.000133695,0.000133695
233,27055.6,0.91597,1.91931,1.48144,0.54362,0.59342,0.58036,0.44179,1.10838,2.01662,1.26254,0.000130287,0.000130287,0.000130287
234,27170,0.91695,1.9143,1.48447,0.54378,0.59353,0.58088,0.44205,1.1085,2.01685,1.26302,0.000126921,0.000126921,0.000126921
235,27285.4,0.91554,1.92868,1.48883,0.54479,0.59299,0.58113,0.44221,1.10868,2.01845,1.26343,0.000123596,0.000123596,0.000123596
236,27400.4,0.91284,1.9162,1.48143,0.54545,0.5933,0.5817,0.44289,1.10834,2.01856,1.26314,0.000120313,0.000120313,0.000120313
237,27515.2,0.90942,1.91806,1.48003,0.54575,0.59419,0.58197,0.44279,1.10821,2.01886,1.26323,0.000117072,0.000117072,0.000117072
238,27630.1,0.90821,1.90884,1.48191,0.54661,0.59345,0.58098,0.44206,1.10837,2.01935,1.26351,0.000113873,0.000113873,0.000113873
239,27745.4,0.913,1.91958,1.48323,0.54795,0.59213,0.58146,0.44241,1.10841,2.02028,1.26388,0.000110718,0.000110718,0.000110718
240,27861.2,0.91311,1.89598,1.47868,0.54989,0.59075,0.58121,0.44246,1.10807,2.02044,1.26367,0.000107605,0.000107605,0.000107605
241,27975.7,0.911,1.89953,1.48337,0.54927,0.59097,0.58172,0.4429,1.10798,2.01917,1.26341,0.000104537,0.000104537,0.000104537
242,28090.9,0.91078,1.90206,1.47984,0.55006,0.58891,0.58133,0.44269,1.10828,2.0207,1.26385,0.000101512,0.000101512,0.000101512
243,28206.2,0.90908,1.89328,1.47909,0.5487,0.59016,0.58108,0.44238,1.10889,2.01866,1.2644,9.85311e-05,9.85311e-05,9.85311e-05
244,28321,0.91754,1.91893,1.48258,0.5498,0.58924,0.58099,0.44252,1.10928,2.021,1.26498,9.55951e-05,9.55951e-05,9.55951e-05
245,28436,0.91118,1.90896,1.48149,0.55588,0.5879,0.5834,0.44284,1.10962,2.02226,1.26558,9.2704e-05,9.2704e-05,9.2704e-05
246,28550.6,0.90835,1.90238,1.47499,0.55653,0.58673,0.5837,0.44327,1.10925,2.02283,1.26543,8.98581e-05,8.98581e-05,8.98581e-05
247,28665.7,0.90832,1.88567,1.47808,0.55621,0.58529,0.58325,0.44279,1.10933,2.02411,1.26576,8.70577e-05,8.70577e-05,8.70577e-05
248,28780.6,0.91362,1.90731,1.48205,0.55585,0.58402,0.58284,0.44264,1.10922,2.02444,1.26576,8.43031e-05,8.43031e-05,8.43031e-05
249,28895.2,0.90994,1.88457,1.47881,0.55715,0.58426,0.5832,0.44292,1.10902,2.02525,1.26518,8.15947e-05,8.15947e-05,8.15947e-05
250,29009.7,0.90807,1.88882,1.4765,0.55659,0.58372,0.58242,0.44235,1.10966,2.02573,1.26628,7.89327e-05,7.89327e-05,7.89327e-05
251,29124.1,0.91525,1.90208,1.48154,0.55626,0.58264,0.58236,0.44207,1.10995,2.02454,1.26672,7.63174e-05,7.63174e-05,7.63174e-05
252,29240,0.90755,1.90303,1.47585,0.55562,0.58308,0.5821,0.44178,1.10967,2.02474,1.26627,7.37492e-05,7.37492e-05,7.37492e-05
253,29355.8,0.91018,1.89692,1.47732,0.55583,0.5824,0.58232,0.44214,1.11025,2.02562,1.26737,7.12282e-05,7.12282e-05,7.12282e-05
254,29472.6,0.91397,1.89218,1.48105,0.55631,0.58256,0.58252,0.44247,1.11027,2.02549,1.26741,6.87548e-05,6.87548e-05,6.87548e-05
255,29588.1,0.90859,1.89371,1.47578,0.55536,0.58464,0.58267,0.44205,1.11019,2.02362,1.26703,6.63292e-05,6.63292e-05,6.63292e-05
256,29703.4,0.91248,1.89154,1.47953,0.55652,0.58396,0.58272,0.44242,1.1102,2.0243,1.26763,6.39518e-05,6.39518e-05,6.39518e-05
257,29818.9,0.91039,1.88281,1.48035,0.55693,0.58342,0.58265,0.44227,1.11021,2.02524,1.26777,6.16227e-05,6.16227e-05,6.16227e-05
258,29934.4,0.90708,1.88432,1.48037,0.55806,0.5818,0.58173,0.44173,1.11012,2.02733,1.26775,5.93422e-05,5.93422e-05,5.93422e-05
259,30049.4,0.9144,1.89182,1.47995,0.55915,0.58032,0.58184,0.44174,1.10985,2.02936,1.26749,5.71106e-05,5.71106e-05,5.71106e-05
260,30164.3,0.90409,1.86563,1.47415,0.55862,0.57976,0.58125,0.44169,1.11025,2.02912,1.26794,5.49281e-05,5.49281e-05,5.49281e-05
261,30279,0.90823,1.87398,1.47592,0.56015,0.57805,0.58119,0.44177,1.10967,2.03075,1.26738,5.2795e-05,5.2795e-05,5.2795e-05
262,30392.8,0.9031,1.86248,1.47409,0.5613,0.57727,0.58132,0.44186,1.10971,2.03082,1.26782,5.07115e-05,5.07115e-05,5.07115e-05
263,30508.1,0.90101,1.86199,1.47207,0.56183,0.57735,0.58164,0.44217,1.10948,2.03129,1.26793,4.86777e-05,4.86777e-05,4.86777e-05
264,30622.4,0.90776,1.86448,1.47926,0.56213,0.57742,0.58139,0.44191,1.10939,2.03076,1.26779,4.66941e-05,4.66941e-05,4.66941e-05
265,30737.5,0.90948,1.88044,1.47532,0.5617,0.57719,0.58108,0.44156,1.10922,2.03048,1.26729,4.47606e-05,4.47606e-05,4.47606e-05
266,30852.9,0.90281,1.87156,1.47249,0.56271,0.5771,0.58163,0.44198,1.10901,2.03165,1.26748,4.28777e-05,4.28777e-05,4.28777e-05
267,30968.1,0.90435,1.85891,1.47151,0.56304,0.57651,0.58076,0.44142,1.10867,2.03187,1.26695,4.10454e-05,4.10454e-05,4.10454e-05
268,31083,0.90411,1.86112,1.47151,0.56315,0.57727,0.58132,0.44152,1.10911,2.03241,1.26774,3.9264e-05,3.9264e-05,3.9264e-05
269,31197.2,0.90145,1.85946,1.47342,0.56234,0.5756,0.58099,0.44143,1.10848,2.03232,1.26699,3.75337e-05,3.75337e-05,3.75337e-05
270,31312.5,0.90761,1.87962,1.47414,0.56328,0.57547,0.5806,0.44127,1.10851,2.03267,1.26709,3.58546e-05,3.58546e-05,3.58546e-05
271,31428.1,0.90632,1.88089,1.47425,0.56343,0.57562,0.58089,0.44177,1.1087,2.03385,1.26705,3.4227e-05,3.4227e-05,3.4227e-05
272,31542.4,0.90229,1.86625,1.4709,0.56318,0.57586,0.5811,0.44169,1.10858,2.03389,1.26699,3.2651e-05,3.2651e-05,3.2651e-05
273,31657.6,0.90189,1.86957,1.47289,0.56277,0.57564,0.58042,0.4414,1.10873,2.0336,1.26708,3.11268e-05,3.11268e-05,3.11268e-05
274,31771.6,0.90098,1.8602,1.4703,0.56291,0.57598,0.58003,0.4407,1.10866,2.03482,1.26714,2.96546e-05,2.96546e-05,2.96546e-05
275,31887.3,0.90318,1.87663,1.47831,0.56376,0.57632,0.58098,0.44112,1.10901,2.03484,1.26748,2.82345e-05,2.82345e-05,2.82345e-05
276,32002.5,0.90517,1.86882,1.47418,0.5633,0.57608,0.58045,0.44058,1.10922,2.03614,1.26776,2.68667e-05,2.68667e-05,2.68667e-05
